gene_id	tissue_a	tissue_b	lnc_isi	n_aligned	n_random	p_deseq2_aligned	padj_deseq2_aligned	padj_edger_aligned	de_deseq2_aligned	de_edger_aligned	rand_tissue_a	rand_tissue_b	de_deseq2_random	de_edger_random	has_random	de_rank_aligned	de_rank_random
ENSG00000247092.6	Brain - Putamen (basal ganglia)	Lung	0.2849248797798047	14	14.0	5.90581468057159e-07	2.43835881572102e-06	0.0002950655944456	True	True	Brain - Putamen (basal ganglia)	Liver	True	True	True	True	True
ENSG00000247095.2	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.1155037493512925	13	13.0	0.0005746183259541	0.0014774362575562	0.0033273666772112	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	False	False
ENSG00000247137.8	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.3125403798353416	15	15.0	0.738701347751036	0.785099013709601	0.975368622507312	False	False	Cells - Cultured fibroblasts	Lung	False	False	True	False	False
ENSG00000247556.6	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.070236827579883	13	13.0	0.0001191268673768	0.0003962263197533	0.0007075582525682	True	True	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	True	True	True	False	True
ENSG00000246067.7	Brain - Cerebellar Hemisphere	Liver	0.1327393088972227	16	16.0	1.07981578483188e-09	5.600261332740221e-09	2.01661127989745e-06	True	True	Cells - Cultured fibroblasts	Muscle - Skeletal	False	False	True	True	False
ENSG00000247271.6	Liver	Muscle - Skeletal	0.0615006597157163	17	17.0	0.107427101328023	0.203631444092037	0.22699198067882	False	False	Heart - Atrial Appendage	Lung	False	False	True	False	False
ENSG00000246528.3	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.2048526941263161	15	15.0	0.0047800827519003	0.0108395636787756	0.0116168148124706	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	True	True	True	True	True
ENSG00000245694.9	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.6816474697064447	15	15.0	0.0003581569823174	0.0009525598202789	0.0420411027014218	True	True	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	True	True	True	True	True
ENSG00000247809.7	Liver	Muscle - Skeletal	0.4682823316778868	17	17.0	0.213723869270619	0.353544226807807	0.327369146404199	False	False	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000247317.3	Brain - Putamen (basal ganglia)	Lung	0.3109475313359532	14	14.0	4.329834761592781e-09	2.59242827032246e-08	2.57620172228482e-05	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	False
ENSG00000245526.10	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.2186369041752118	14	14.0	0.670371454076035	0.771548933232536	0.663256431207948	False	False	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	False	True	False	False
ENSG00000237125.8	Brain - Cerebellar Hemisphere	Liver	0.3433055490183775	16	16.0	0.000711338543412	0.0014678756024418	0.0008538740249882	True	True	Cells - Cultured fibroblasts	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000250802.6	Heart - Left Ventricle	Lung	0.3713445596903498	15	15.0	0.967626570609025	0.981618126805046	0.93104429245477	False	False	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000249328.2	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.3244311978402181	15	15.0	1.36898909186941e-07	7.32249979372008e-07	2.4911891920266e-05	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	True	True	True	True	True
ENSG00000248161.5	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.1903922662804558	13	13.0	7.42960960203609e-05	0.0003661545950824	0.0001279009047996	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	False	False
ENSG00000237187.8	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.1285380026488258	15	15.0	0.197586320384586	0.272866708451113	0.549741838545772	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	False	False
ENSG00000251141.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.5010108042868172	15	15.0	1.0794212123239e-14	9.90189058771794e-14	1.30793972729717e-07	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	True	False
ENSG00000250041.2	Cells - Cultured fibroblasts	Muscle - Skeletal	0.1309875774608435	16		6.37013156947085e-13	8.331627527991079e-12	5.34697530982608e-07	True	True			False	False	False	True	
ENSG00000248092.7	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.0771227651892777	14	14.0	2.26714348936316e-06	1.65463897759599e-05	0.0006301879846506	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	True	True	True	True
ENSG00000250328.5	Liver	Lung	0.0351836037206991	16		4.09060825657212e-13	8.628626791206809e-12	5.45315579012915e-06	True	True			False	False	False	True	
ENSG00000250132.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.2144685154505512	15	15.0	0.333424398083575	0.393240448898569	0.572541432526354	False	False	Cells - Cultured fibroblasts	Lung	True	True	True	False	True
ENSG00000249673.6	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.3214405732557888	13	13.0	0.173386981879841	0.259515080487545	0.0875136286798748	False	False	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000251364.6	Brain - Cerebellar Hemisphere	Lung	0.393498265316323	16	16.0	0.605384662175585	0.65698809036419	0.517586769423358	False	False	Brain - Cerebellar Hemisphere	Liver	False	False	True	False	False
ENSG00000248508.6	Brain - Cerebellar Hemisphere	Liver	0.1640673152920991	16	16.0	3.99189977713607e-09	1.88406619239225e-08	6.57195964757771e-07	True	True	Heart - Left Ventricle	Muscle - Skeletal	True	True	True	True	True
ENSG00000249042.5	Heart - Left Ventricle	Lung	0.1485192610931812	15	15.0	0.0001430747343529	0.0006612130364512	0.0051962115062187	True	True	Cells - Cultured fibroblasts	Liver	False	False	True	True	False
ENSG00000249306.5	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.2922642339950747	15	15.0	0.263291075164191	0.348776536222059	0.218281464885526	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000249859.9	Brain - Frontal Cortex (BA9)	Liver	0.3348217298979242	14	14.0	0.0407054055787361	0.0776742927037913	0.11902113576482	False	False	Brain - Frontal Cortex (BA9)	Lung	True	True	True	True	True
ENSG00000152931.7	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.381139914509872	14		3.00403248144552e-71	4.10050433717313e-68	5.08741421896082e-16	True	True			False	False	False	False	
ENSG00000250073.2	Brain - Putamen (basal ganglia)	Lung	0.1098386156512065	14	14.0	0.0101996388681597	0.0190845345986325	0.0178186321494192	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	False	True
ENSG00000251432.6	Cells - Cultured fibroblasts	Heart - Atrial Appendage	0.2024510676877269	16	15.0	0.478663959861978	0.605078031968383	0.527179518719829	False	False	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000251165.5	Brain - Cerebellar Hemisphere	Liver	0.5487949406953986	16	16.0	3.15976305254156e-73	4.30991680366669e-70	4.2058677133011004e-16	True	True	Brain - Cerebellar Hemisphere	Lung	True	True	True	True	False
ENSG00000249669.9	Cells - Cultured fibroblasts	Liver	0.1587038676680011	15	15.0	0.119194729161647	0.217983838928773	0.016366988680034	False	True	Heart - Left Ventricle	Liver	False	True	True	True	True
ENSG00000196810.4	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1405345484930934	15	15.0	0.030989738095379	0.0490700570992423	0.140816710089375	True	False	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000250056.5	Heart - Atrial Appendage	Liver	0.0710369261352285	17	17.0	3.29158839393509e-33	3.71949488514665e-31	1.35138728538635e-11	True	True	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	False	False	True	True	False
ENSG00000250451.5	Cells - Cultured fibroblasts	Muscle - Skeletal	0.0264637421173694	16		7.79613072528508e-05	0.000312081475397	0.0008518924727237	True	True			False	False	False	True	
ENSG00000249487.6	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.1348014151057205	14		0.074242451841781	0.138963465385048	0.0459780418007522	False	True			False	False	False	False	
ENSG00000249740.2	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.3580690986194095	15	15.0	0.007016312747828	0.0151873478130885	0.0198540804491953	True	True	Heart - Left Ventricle	Lung	False	False	True	False	False
ENSG00000281501.1	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.2518455093268716	15	15.0	0.0003718321350592	0.0008913606582605	0.0020291178841375	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	False	False
ENSG00000249464.5	Cells - Cultured fibroblasts	Lung	0.1082002702450076	15	15.0	0.530638524757929	0.695229926272863	0.644663895255719	False	False	Heart - Left Ventricle	Lung	True	True	True	False	False
ENSG00000250159.6	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.2551515225075454	15	15.0	0.0159158420299321	0.0303608407274429	0.092552163505826	True	False	Cells - Cultured fibroblasts	Lung	False	False	True	False	False
ENSG00000248309.7	Heart - Left Ventricle	Muscle - Skeletal	0.306351224132389	16	16.0	1.54707996133889e-17	8.43158578929694e-16	2.34520877734274e-08	True	True	Heart - Atrial Appendage	Heart - Left Ventricle	True	True	True	True	True
ENSG00000250548.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.0771815493754179	15		7.716632435397569e-16	5.79379943510179e-15	6.0912593093745e-08	True	True			False	False	False	True	
ENSG00000251562.7	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.0003283987637848	17	17.0	8.41760464365125e-06	2.14474482738708e-05	0.000226178221536	True	True	Heart - Atrial Appendage	Lung	False	False	True	True	False
ENSG00000250222.1	Brain - Putamen (basal ganglia)	Liver	0.0864605997131597	14	14.0	4.46325135782242e-16	1.17332011656601e-14	5.09365867186299e-08	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	True	True
ENSG00000248671.7	Brain - Cerebellar Hemisphere	Lung	0.1168310824646082	16	14.0	6.999094054840292e-14	4.14816996784715e-13	2.94635454481644e-08	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	False	True	True	False
ENSG00000251637.6	Brain - Cerebellar Hemisphere	Liver	0.7620059793881431	16	16.0	0.0925023597991773	0.1270957107462	0.0167101009924354	False	True	Brain - Cerebellar Hemisphere	Lung	True	True	True	False	True
ENSG00000196951.10	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.189400321638875	13	13.0	8.42244427933644e-08	7.47152315102426e-07	9.89598044581115e-05	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	True	False
ENSG00000249738.8	Heart - Atrial Appendage	Lung	0.8519772032460148	17	17.0	0.107188961533231	0.189652815294708	0.213054825485356	False	False	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000249898.7	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.14722796102611	14	14.0	0.0593434949426259	0.11489910722934	0.0470980688950517	False	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	False	False
ENSG00000253320.5	Brain - Putamen (basal ganglia)	Liver	0.3367369532096997	14	14.0	0.658010669076661	0.763582839242611	0.973133292203818	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	False
ENSG00000253716.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1398312701196663	15	15.0	0.523796783491073	0.592888729757665	0.851633023083324	False	False	Cells - Cultured fibroblasts	Liver	True	True	True	False	False
ENSG00000253552.7	Cells - Cultured fibroblasts	Muscle - Skeletal	0.1722569464320179	16	17.0	0.545557983568457	0.676062004028078	0.69812432992291	False	False	Lung	Muscle - Skeletal	True	True	True	False	True
ENSG00000167912.5	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.1689152813880315	14	14.0	3.01937917378708e-24	1.7172719050914e-22	8.819490682739959e-11	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	False	True
ENSG00000253982.1	Brain - Putamen (basal ganglia)	Liver	0.1776055092395484	14	14.0	0.0621416864788629	0.103975135148844	0.403757781737559	False	False	Brain - Putamen (basal ganglia)	Lung	False	False	True	False	False
ENSG00000253661.1	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.1035785831415015	13	13.0	0.0026122737993569	0.0065401836758445	0.002692472197474	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000273345.5	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.2574156771713813	13	13.0	0.636467989784492	0.746072878050875	0.819085638661623	False	False	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000254235.5	Brain - Cerebellar Hemisphere	Liver	0.6045139448205398	16		2.99397405240154e-16	3.551113571718e-15	1.27352089668288e-09	True	True			False	False	False	True	
ENSG00000253352.8	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.0264614389847184	13	13.0	7.126847231056779e-12	6.523440832160639e-11	0.0002969880213124	True	True	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	False	False	True	True	False
ENSG00000253187.2	Cells - Cultured fibroblasts	Muscle - Skeletal	0.0738709321322613	16		0.0234443248009132	0.0500983806605475	0.197910212556399	False	False			False	False	False	False	
ENSG00000253807.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.0714236254203432	15	15.0	1.33541910458015e-12	9.98910316839125e-12	1.59425995354716e-08	True	True	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000253161.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.0490109047255719	13		1.85512999186012e-08	1.24610438965433e-07	5.65138329263676e-05	True	True			False	False	False	True	
ENSG00000245910.8	Brain - Cerebellar Hemisphere	Liver	0.1244848472053846	16	16.0	1.12523857104355e-11	7.41461551161064e-11	0.0001628830136727	True	True	Cells - Cultured fibroblasts	Heart - Atrial Appendage	False	False	True	True	False
ENSG00000254615.2	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.06523527452032	17	17.0	1.60885712329813e-36	6.149409449050621e-35	9.407216961535828e-11	True	True	Heart - Atrial Appendage	Lung	False	False	True	True	False
ENSG00000253738.1	Brain - Cerebellar Hemisphere	Liver	0.1578046191518982	16	16.0	0.0116988223546197	0.0193186364306311	0.47673933368485	True	False	Cells - Cultured fibroblasts	Heart - Atrial Appendage	False	False	True	False	True
ENSG00000255248.7	Brain - Putamen (basal ganglia)	Liver	0.5196120102615551	14	14.0	7.45433203058379e-16	1.85274034287419e-14	5.37993858434005e-09	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	True	True
ENSG00000255062.1	Cells - Cultured fibroblasts	Muscle - Skeletal	0.1690228035550092	16	16.0	0.945637388335834	0.972129953300885	0.804120226660964	False	False	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	False	False
ENSG00000177112.7	Brain - Putamen (basal ganglia)	Lung	0.2664723400926007	14	14.0	0.0002863663186582	0.0007326514905931	0.394259278497713	True	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	False
ENSG00000255284.1	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.2395741793703015	17	17.0	0.106830485677274	0.144257849157929	0.35905554646418	False	False	Liver	Muscle - Skeletal	False	False	True	False	False
ENSG00000230724.9	Brain - Cerebellar Hemisphere	Lung	0.1052010515759452	16		0.0057614850799939	0.0093863056694214	0.0137773452094871	True	True			False	False	False	True	
ENSG00000255197.5	Brain - Cerebellar Hemisphere	Lung	0.1557570513074065	16	14.0	0.0014616581451938	0.0025766409610788	0.0059346323301025	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	True	False
ENSG00000255198.4	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.056702834659857	14	14.0	0.0053408146490535	0.0120969451801064	0.0063446946207202	True	True	Brain - Frontal Cortex (BA9)	Liver	True	True	True	True	True
ENSG00000255468.6	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.5312556852142788	15	15.0	0.126420675122176	0.193621033991107	0.361863219103097	False	False	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	False	False	True	False	False
ENSG00000258604.1	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.2173487875225352	15	15.0	1.85866918947857e-12	1.72519428795225e-11	3.03214489301153e-07	True	True	Heart - Left Ventricle	Liver	True	True	True	True	True
ENSG00000255857.5	Brain - Cerebellar Hemisphere	Liver	0.0823019943161835	16	16.0	2.48210330096655e-06	8.00375627072903e-06	3.43326063942798e-05	True	True	Cells - Cultured fibroblasts	Heart - Atrial Appendage	False	False	True	True	False
ENSG00000255571.8	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.0996674299326071	17	15.0	3.65533338485533e-32	1.09580537776424e-30	6.61148147287009e-13	True	True	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	True	False
ENSG00000256940.1	Brain - Frontal Cortex (BA9)	Liver	0.2375909043776392	14	14.0	0.0001605099041302	0.0006113078949998	0.0029039179537741	True	True	Cells - Cultured fibroblasts	Heart - Left Ventricle	False	False	True	True	False
ENSG00000256008.2	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.0252960320327621	12	14.0	1.75214377738898e-16	3.96276517652808e-14	2.39281980007202e-09	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	False	True
ENSG00000250988.7	Brain - Frontal Cortex (BA9)	Liver	0.11396166403566	14	14.0	1.11449012441647e-08	1.00597398072328e-07	0.0001399659551609	True	True	Brain - Putamen (basal ganglia)	Liver	True	True	True	False	True
ENSG00000257337.6	Brain - Cerebellar Hemisphere	Liver	0.161521520551897	16	16.0	0.0028928033858485	0.0052540397047902	0.0013710643714457	True	True	Cells - Cultured fibroblasts	Muscle - Skeletal	False	False	True	True	False
ENSG00000257242.7	Brain - Cerebellar Hemisphere	Lung	0.6104757982581104	16	17.0	0.151086539911764	0.191822707644206	0.143331692967166	False	False	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000257595.2	Cells - Cultured fibroblasts	Lung	0.1836567308771616	15		0.702397901742201	0.840492216651302	0.695616851502532	False	False			False	False	False	False	
ENSG00000257252.5	Heart - Left Ventricle	Muscle - Skeletal	0.0574085141398718	16	16.0	0.0162148080801913	0.0531553106989729	0.0268223602871832	False	True	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	True	False
ENSG00000257815.5	Liver	Muscle - Skeletal	0.0522258539236358	17	17.0	0.314099862897249	0.473799680703274	0.465497387398915	False	False	Heart - Atrial Appendage	Lung	True	False	True	False	False
ENSG00000257261.5	Brain - Putamen (basal ganglia)	Liver	0.1997116346023695	14	14.0	1.49558335742886e-21	9.29301113456935e-20	1.54171550913948e-07	True	True	Brain - Frontal Cortex (BA9)	Lung	False	False	True	True	False
ENSG00000257621.7	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.118237765307362	17	17.0	0.576681999563373	0.629710512508808	0.884109819488831	False	False	Heart - Atrial Appendage	Liver	False	False	True	False	False
ENSG00000258867.5	Liver	Lung	0.1739777064729706	16		1.89017212862362e-35	3.18966546705236e-33	2.0306391356328997e-12	True	True			False	False	False	True	
ENSG00000258498.8	Brain - Frontal Cortex (BA9)	Liver	0.4134399940338018	14	14.0	0.53595857793364	0.653631261266626	0.817368058628002	False	False	Brain - Frontal Cortex (BA9)	Lung	True	True	True	False	False
ENSG00000272888.5	Brain - Frontal Cortex (BA9)	Lung	0.2242998678516621	14	14.0	2.6651771012276e-06	1.08972625854927e-05	0.0010599570200696	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	True	False
ENSG00000157306.14	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.2529396301610997	17	17.0	5.49109959093858e-20	5.65091517604799e-19	4.2125260226168704e-09	True	True	Heart - Atrial Appendage	Lung	True	True	True	True	True
ENSG00000259153.1	Lung	Muscle - Skeletal	0.2446941529844375	17	17.0	0.555713610585583	0.67501082590151	0.641055569509066	False	False	Brain - Cerebellar Hemisphere	Muscle - Skeletal	True	True	True	False	True
ENSG00000258910.2	Cells - Cultured fibroblasts	Muscle - Skeletal	0.1646878621536429	16		0.0323504386003555	0.0665653105779901	0.0373386608537468	False	True			False	False	False	True	
ENSG00000259347.6	Brain - Frontal Cortex (BA9)	Liver	0.0838524481564267	14	14.0	2.0211225475809494e-11	3.1873334888288103e-10	7.28957348179219e-07	True	True	Brain - Putamen (basal ganglia)	Liver	True	True	True	True	True
ENSG00000259772.6	Brain - Cerebellar Hemisphere	Lung	0.3429225052744435	16		2.21806683999882e-09	8.132911746662331e-09	7.11925739612653e-06	True	True			False	False	False	True	
ENSG00000259363.5	Heart - Atrial Appendage	Lung	0.3737564816912456	17	16.0	2.20081423118812e-19	7.07404574310467e-18	6.2381019220443406e-09	True	True	Heart - Atrial Appendage	Heart - Left Ventricle	True	True	True	True	True
ENSG00000259345.5	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.8622654873858575	15	15.0	5.982471713787401e-10	2.66880393985191e-09	3.18601856719633e-06	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	True	False
ENSG00000189419.6	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.2659250337476944	17	17.0	0.0003348686105251	0.0006606056335156	0.0013025123006577	True	True	Liver	Muscle - Skeletal	True	True	True	True	True
ENSG00000259248.5	Brain - Frontal Cortex (BA9)	Liver	0.5275723349924708	14	14.0	0.110541622935053	0.180551317460587	0.187803979005079	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	False	False
ENSG00000259495.2	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.3729586783357788	15	15.0	0.401544325925543	0.511358934396893	0.82108995363683	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	False	False
ENSG00000259343.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.1156458306332108	13	14.0	3.86070739567717e-05	0.0001440703003752	0.0011898380146647	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	True	False
ENSG00000259446.5	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.3949070453169788	15	15.0	0.921600073974538	0.942778430011017	0.8039375658205	False	False	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	False	False
ENSG00000259583.2	Brain - Frontal Cortex (BA9)	Lung	0.2315982944995211	14	14.0	9.16248319644036e-06	3.34988142261391e-05	2.210035274293e-05	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	False
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.2526391230670273	17	17.0	7.339547593325e-06	1.99589278427178e-05	9.75416755626292e-05	True	True	Heart - Atrial Appendage	Lung	False	False	True	True	False
ENSG00000259964.6	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.1688814373960096	12		5.3339250986482315e-09	3.14701580820246e-07	2.19248703883984e-06	True	True			False	False	False	False	
ENSG00000261008.6	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.8714002146962605	13	13.0	0.0002097231775926	0.0005949378570965	0.0018333215757525	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000260136.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.246837148705162	15	15.0	0.901779179423653	0.922390574990938	0.702769988028665	False	False	Cells - Cultured fibroblasts	Lung	False	False	True	False	False
ENSG00000260517.2	Cells - Cultured fibroblasts	Liver	0.835934048663812	15	15.0	2.55095020804515e-05	0.0001300598098495	0.0004064668550751	True	True	Cells - Cultured fibroblasts	Lung	True	True	True	False	False
ENSG00000273036.2	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.2344697509040689	17	15.0	0.0131854054554784	0.0204529517695216	0.0171951526741673	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000261253.2	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.069687698833241	15	16.0	0.0064339245692042	0.0118673997415885	0.0187775022898907	True	True	Heart - Left Ventricle	Muscle - Skeletal	True	True	True	False	True
ENSG00000261183.5	Brain - Cerebellar Hemisphere	Lung	0.1207859110106285	16		5.48474490685472e-13	2.92307141353692e-12	8.558895250821e-07	True	True			False	False	False	True	
ENSG00000260898.5	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.2384567398468881	14	14.0	0.0001151643670597	0.0003798746961994	0.0007924503579713	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	False
ENSG00000238045.9	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.277770592314209	13	13.0	0.548559486534795	0.648383187088766	0.993804997553073	False	False	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	False	False	True	False	False
ENSG00000261195.1	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.1734450718729683	13	13.0	0.403157050848792	0.535723199096944	0.393400960283312	False	False	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	False	True	True	False	False
ENSG00000261804.1	Brain - Cerebellar Hemisphere	Lung	0.076237472503272	16	15.0	2.3177499617882396e-11	1.02906176853444e-10	5.60343433285967e-07	True	True	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000260923.6	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.2462565879537844	14	14.0	0.995550406138952	0.995550406138952	0.928583003283783	False	False	Brain - Frontal Cortex (BA9)	Lung	False	False	True	False	False
ENSG00000261386.2	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.5583007131312645	15	15.0	0.0002093143283047	0.0006812588987277	0.0018352980702647	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	True	False	True	True	False
ENSG00000261040.6	Lung	Muscle - Skeletal	0.1190312375883037	17	15.0	2.0617078532773e-12	2.2661887141351295e-11	0.124831710646003	True	False	Cells - Cultured fibroblasts	Lung	False	False	True	True	True
ENSG00000262223.6	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.1017977260624954	14	14.0	0.0668277177892134	0.126343261471297	0.0296746493265691	False	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	False	True
