gene_id	switch_sig	visibility_kw	visibility_deseq2	visibility_edger
ENSG00000204241.7	False	gene_only	gene_only	gene_only
ENSG00000254635.5	False	gene_only	gene_only	gene_only
ENSG00000254602.1	False	none	gene_only	gene_only
ENSG00000255545.7	False	none	gene_only	gene_only
ENSG00000255399.3	False	gene_only	gene_only	gene_only
ENSG00000260669.2	False	gene_only	gene_only	gene_only
ENSG00000283341.1	False	gene_only	gene_only	gene_only
ENSG00000215374.5	False	none	gene_only	gene_only
ENSG00000254990.5	False	gene_only	gene_only	gene_only
ENSG00000255234.5	False	gene_only	gene_only	gene_only
ENSG00000255135.3	False	gene_only	gene_only	gene_only
ENSG00000255139.1	False	none	gene_only	gene_only
ENSG00000255198.4	True	visible	visible	visible
ENSG00000255468.6	True	visible	visible	visible
ENSG00000175773.12	False	none	none	none
ENSG00000258604.1	True	visible	visible	visible
ENSG00000255363.2	False	none	gene_only	gene_only
ENSG00000225138.7	False	gene_only	gene_only	gene_only
ENSG00000256116.1	False	gene_only	gene_only	gene_only
ENSG00000256001.1	False	gene_only	gene_only	gene_only
ENSG00000255693.1	False	none	gene_only	gene_only
ENSG00000255717.6	False	gene_only	gene_only	gene_only
ENSG00000255857.5	True	visible	visible	visible
ENSG00000255650.5	False	none	gene_only	gene_only
ENSG00000255571.8	True	visible	visible	visible
ENSG00000256802.2	False	gene_only	gene_only	gene_only
ENSG00000256540.1	False	gene_only	gene_only	gene_only
ENSG00000256967.1	False	gene_only	gene_only	gene_only
ENSG00000256654.3	False	gene_only	gene_only	gene_only
ENSG00000256940.1	True	visible	visible	visible
ENSG00000256508.2	False	gene_only	gene_only	gene_only
ENSG00000256422.5	False	gene_only	gene_only	gene_only
ENSG00000256008.2	True	visible	visible	visible
ENSG00000256092.2	False	gene_only	gene_only	gene_only
ENSG00000250988.7	True	visible	visible	visible
ENSG00000255772.5	False	none	gene_only	gene_only
ENSG00000257337.6	True	visible	visible	visible
ENSG00000257698.1	False	gene_only	gene_only	gene_only
ENSG00000257556.1	False	gene_only	gene_only	gene_only
ENSG00000257242.7	True	visible	visible	visible
ENSG00000257135.5	False	none	gene_only	gene_only
ENSG00000258017.1	False	gene_only	gene_only	gene_only
ENSG00000257913.2	False	none	gene_only	gene_only
ENSG00000258325.2	False	gene_only	gene_only	gene_only
ENSG00000257433.5	False	gene_only	gene_only	gene_only
ENSG00000235884.3	False	gene_only	gene_only	gene_only
ENSG00000257285.5	False	gene_only	gene_only	gene_only
ENSG00000272368.2	False	gene_only	gene_only	gene_only
ENSG00000258168.5	False	gene_only	gene_only	gene_only
ENSG00000258297.1	False	gene_only	gene_only	gene_only
ENSG00000257595.2	True	silent	visible	visible
ENSG00000258057.5	False	gene_only	gene_only	gene_only
ENSG00000257252.5	True	visible	visible	visible
ENSG00000257702.3	False	gene_only	gene_only	gene_only
ENSG00000257599.1	False	none	gene_only	gene_only
ENSG00000257815.5	True	visible	visible	visible
ENSG00000257894.2	False	gene_only	gene_only	gene_only
ENSG00000257303.1	False	gene_only	gene_only	gene_only
ENSG00000257219.5	False	none	gene_only	gene_only
ENSG00000257259.1	False	none	gene_only	gene_only
ENSG00000257261.5	True	visible	visible	visible
ENSG00000257621.7	True	visible	visible	visible
ENSG00000257176.2	False	gene_only	gene_only	gene_only
ENSG00000258702.1	False	gene_only	gene_only	gene_only
ENSG00000259065.1	False	gene_only	gene_only	gene_only
ENSG00000258867.5	True	visible	visible	visible
ENSG00000258498.8	True	silent	visible	visible
ENSG00000258733.5	False	gene_only	gene_only	gene_only
ENSG00000258959.1	False	gene_only	gene_only	gene_only
ENSG00000258458.5	False	none	none	none
ENSG00000272888.5	True	visible	visible	visible
ENSG00000258545.5	False	gene_only	gene_only	gene_only
ENSG00000157306.14	True	visible	visible	visible
ENSG00000259153.1	True	visible	visible	visible
ENSG00000258301.3	False	gene_only	gene_only	gene_only
ENSG00000258476.5	False	gene_only	gene_only	gene_only
ENSG00000258584.1	False	none	gene_only	gene_only
ENSG00000259146.3	False	gene_only	gene_only	gene_only
ENSG00000258603.3	False	gene_only	gene_only	gene_only
ENSG00000258561.1	False	gene_only	gene_only	gene_only
ENSG00000258441.1	False	gene_only	gene_only	gene_only
ENSG00000258752.1	False	none	none	gene_only
ENSG00000258819.1	False	none	gene_only	gene_only
ENSG00000258754.7	False	none	gene_only	gene_only
ENSG00000259118.5	False	gene_only	gene_only	gene_only
ENSG00000258580.1	False	none	gene_only	gene_only
ENSG00000258910.2	True	silent	visible	visible
ENSG00000259234.5	False	none	gene_only	gene_only
ENSG00000259448.2	False	gene_only	gene_only	gene_only
ENSG00000232386.9	False	none	gene_only	gene_only
ENSG00000259370.2	False	gene_only	gene_only	gene_only
ENSG00000259347.6	True	visible	visible	visible
ENSG00000259772.6	True	visible	visible	visible
ENSG00000259363.5	True	visible	visible	visible
ENSG00000259345.5	True	visible	visible	visible
ENSG00000259319.1	False	gene_only	gene_only	gene_only
ENSG00000225766.9	False	gene_only	gene_only	gene_only
ENSG00000189419.6	True	visible	visible	visible
ENSG00000259291.2	False	gene_only	gene_only	gene_only
ENSG00000259251.2	False	none	gene_only	gene_only
ENSG00000259275.2	False	none	gene_only	gene_only
ENSG00000259248.5	True	silent	visible	visible
ENSG00000259456.3	False	gene_only	gene_only	gene_only
ENSG00000259520.5	False	none	gene_only	gene_only
ENSG00000259495.2	True	visible	visible	visible
ENSG00000259343.5	True	visible	visible	visible
ENSG00000259673.5	False	gene_only	gene_only	gene_only
ENSG00000259446.5	True	silent	visible	visible
ENSG00000176753.5	False	none	gene_only	gene_only
ENSG00000259577.1	False	gene_only	gene_only	gene_only
ENSG00000259583.2	True	visible	visible	visible
ENSG00000234377.7	False	none	gene_only	gene_only
ENSG00000259380.5	False	gene_only	gene_only	gene_only
ENSG00000261824.6	True	visible	visible	visible
ENSG00000260442.5	False	gene_only	gene_only	gene_only
ENSG00000259964.6	True	silent	visible	visible
ENSG00000260653.5	False	none	gene_only	gene_only
ENSG00000261008.6	True	silent	visible	visible
ENSG00000261296.1	False	gene_only	gene_only	gene_only
ENSG00000261227.2	False	gene_only	gene_only	gene_only
ENSG00000213599.10	False	gene_only	gene_only	gene_only
ENSG00000260186.5	False	gene_only	gene_only	gene_only
ENSG00000259972.2	False	gene_only	gene_only	gene_only
ENSG00000261094.2	False	gene_only	gene_only	gene_only
ENSG00000261064.1	False	gene_only	gene_only	gene_only
ENSG00000260469.2	False	none	gene_only	gene_only
ENSG00000261801.5	False	gene_only	gene_only	gene_only
ENSG00000261126.7	False	gene_only	gene_only	gene_only
ENSG00000260750.5	False	gene_only	gene_only	gene_only
ENSG00000260807.6	False	gene_only	gene_only	gene_only
ENSG00000261487.1	False	none	gene_only	gene_only
ENSG00000260565.6	False	gene_only	gene_only	gene_only
ENSG00000260778.5	False	gene_only	gene_only	gene_only
ENSG00000260136.5	True	visible	visible	visible
ENSG00000260517.2	True	visible	visible	visible
ENSG00000273036.2	True	visible	visible	visible
ENSG00000261253.2	True	visible	visible	visible
ENSG00000261329.5	False	gene_only	gene_only	gene_only
ENSG00000261360.1	False	gene_only	gene_only	gene_only
ENSG00000260448.5	False	gene_only	gene_only	gene_only
ENSG00000261183.5	True	visible	visible	visible
ENSG00000259953.1	False	gene_only	gene_only	gene_only
ENSG00000260630.6	False	gene_only	gene_only	gene_only
ENSG00000260528.4	False	gene_only	gene_only	gene_only
ENSG00000260793.2	False	gene_only	gene_only	gene_only
ENSG00000260898.5	True	visible	visible	visible
ENSG00000259925.1	False	gene_only	gene_only	gene_only
ENSG00000261553.5	False	gene_only	gene_only	gene_only
ENSG00000238045.9	True	visible	visible	visible
ENSG00000260658.5	False	none	gene_only	gene_only
ENSG00000260788.5	False	gene_only	gene_only	gene_only
ENSG00000260086.2	False	none	gene_only	gene_only
ENSG00000261664.5	False	none	gene_only	gene_only
ENSG00000261195.1	True	visible	visible	visible
ENSG00000260664.2	False	none	gene_only	gene_only
ENSG00000261840.2	False	gene_only	gene_only	gene_only
ENSG00000260083.1	False	gene_only	gene_only	gene_only
ENSG00000261804.1	True	visible	visible	visible
ENSG00000261118.1	False	gene_only	gene_only	gene_only
ENSG00000261407.1	False	gene_only	gene_only	gene_only
ENSG00000260923.6	True	visible	visible	visible
ENSG00000261604.1	False	gene_only	gene_only	gene_only
ENSG00000261520.5	False	none	gene_only	gene_only
ENSG00000261188.1	False	gene_only	gene_only	gene_only
ENSG00000261386.2	True	visible	visible	visible
ENSG00000260276.2	False	gene_only	none	none
ENSG00000261713.6	False	none	gene_only	gene_only
ENSG00000261040.6	True	visible	visible	visible
ENSG00000261505.1	False	gene_only	gene_only	gene_only
ENSG00000260853.1	False	gene_only	gene_only	gene_only
ENSG00000261105.5	False	gene_only	gene_only	gene_only
ENSG00000260372.6	False	gene_only	gene_only	gene_only
ENSG00000259868.2	False	none	gene_only	gene_only
ENSG00000260492.2	False	none	gene_only	gene_only
ENSG00000262223.6	True	visible	visible	visible
ENSG00000262580.5	False	gene_only	gene_only	gene_only
ENSG00000262879.5	False	gene_only	gene_only	gene_only
ENSG00000262061.5	False	gene_only	gene_only	gene_only
ENSG00000263072.6	True	visible	visible	visible
ENSG00000262454.2	False	gene_only	gene_only	gene_only
ENSG00000261971.6	True	visible	visible	visible
ENSG00000261978.1	False	gene_only	gene_only	gene_only
ENSG00000262370.5	True	visible	visible	visible
ENSG00000261879.5	False	gene_only	gene_only	gene_only
ENSG00000262877.4	False	gene_only	gene_only	gene_only
ENSG00000262468.5	False	gene_only	gene_only	gene_only
ENSG00000263146.2	False	none	gene_only	gene_only
ENSG00000262873.1	False	gene_only	gene_only	gene_only
ENSG00000262188.1	False	none	gene_only	gene_only
ENSG00000262001.1	False	gene_only	gene_only	gene_only
ENSG00000226137.5	False	gene_only	gene_only	gene_only
ENSG00000263069.5	False	none	gene_only	gene_only
ENSG00000262312.2	False	none	gene_only	gene_only
ENSG00000262097.1	False	gene_only	gene_only	gene_only
ENSG00000263004.1	False	none	gene_only	gene_only
ENSG00000262728.5	False	none	none	none
ENSG00000264112.1	True	visible	visible	visible
ENSG00000264920.1	True	visible	visible	visible
ENSG00000263753.6	True	visible	visible	visible
ENSG00000265096.1	False	gene_only	gene_only	gene_only
ENSG00000265142.8	False	none	gene_only	gene_only
ENSG00000232956.8	True	visible	visible	visible
ENSG00000264247.1	False	gene_only	gene_only	gene_only
ENSG00000266677.1	False	gene_only	gene_only	gene_only
ENSG00000264515.5	False	none	gene_only	gene_only
ENSG00000264956.1	False	none	gene_only	gene_only
ENSG00000264672.5	False	none	gene_only	gene_only
ENSG00000264968.1	False	none	gene_only	gene_only
ENSG00000215769.8	True	visible	visible	visible
ENSG00000263412.1	False	gene_only	gene_only	gene_only
ENSG00000266835.5	False	none	gene_only	gene_only
ENSG00000263958.1	False	none	gene_only	gene_only
ENSG00000270820.5	False	gene_only	gene_only	gene_only
ENSG00000263400.6	False	gene_only	gene_only	gene_only
ENSG00000264589.2	False	none	gene_only	gene_only
ENSG00000266010.1	True	visible	visible	visible
ENSG00000265055.1	False	none	gene_only	gene_only
ENSG00000263603.1	False	gene_only	gene_only	gene_only
ENSG00000265479.6	False	gene_only	gene_only	gene_only
ENSG00000263766.5	True	silent	visible	visible
ENSG00000264734.1	False	none	gene_only	gene_only
ENSG00000266402.3	False	gene_only	gene_only	gene_only
ENSG00000265542.5	False	none	gene_only	gene_only
ENSG00000265688.1	False	gene_only	gene_only	gene_only
ENSG00000266053.2	True	visible	visible	visible
ENSG00000264569.1	False	gene_only	gene_only	gene_only
ENSG00000279668.2	True	visible	visible	visible
ENSG00000267278.5	False	none	gene_only	gene_only
ENSG00000267364.1	False	gene_only	gene_only	gene_only
ENSG00000266916.5	True	visible	visible	visible
ENSG00000166770.10	False	gene_only	gene_only	gene_only
ENSG00000267080.5	False	gene_only	gene_only	gene_only
ENSG00000267121.5	False	gene_only	gene_only	gene_only
ENSG00000267659.5	True	silent	visible	visible
ENSG00000267383.6	False	none	gene_only	gene_only
ENSG00000267470.5	True	visible	visible	visible
ENSG00000267586.6	True	silent	visible	visible
ENSG00000267454.5	True	visible	visible	visible
ENSG00000267198.1	True	visible	visible	visible
ENSG00000267106.5	False	gene_only	gene_only	gene_only
ENSG00000267649.1	True	silent	visible	visible
ENSG00000267575.6	True	visible	visible	visible
ENSG00000232006.8	False	none	gene_only	gene_only
ENSG00000267248.1	False	gene_only	gene_only	gene_only
ENSG00000266903.1	True	visible	visible	visible
ENSG00000267302.5	True	visible	visible	visible
ENSG00000267737.1	False	none	gene_only	gene_only
ENSG00000267605.5	False	gene_only	gene_only	gene_only
ENSG00000267053.6	False	none	gene_only	gene_only
ENSG00000267750.5	False	gene_only	gene_only	gene_only
ENSG00000267270.5	False	none	gene_only	gene_only
ENSG00000267009.6	True	visible	visible	visible
ENSG00000267199.1	False	gene_only	gene_only	gene_only
ENSG00000266904.5	True	visible	silent	silent
ENSG00000267128.1	False	none	gene_only	gene_only
ENSG00000267280.5	False	gene_only	gene_only	gene_only
ENSG00000266993.3	False	gene_only	gene_only	gene_only
ENSG00000267665.1	False	gene_only	gene_only	gene_only
ENSG00000267265.5	False	none	gene_only	gene_only
ENSG00000266921.1	False	none	gene_only	gene_only
ENSG00000267279.1	True	visible	visible	visible
ENSG00000267058.1	False	gene_only	gene_only	gene_only
ENSG00000267254.5	True	visible	visible	visible
ENSG00000266970.1	False	gene_only	gene_only	gene_only
ENSG00000197291.8	False	none	gene_only	gene_only
ENSG00000225313.5	True	visible	visible	visible
ENSG00000267421.6	True	visible	visible	visible
ENSG00000267751.5	False	gene_only	gene_only	gene_only
ENSG00000267452.1	False	gene_only	gene_only	gene_only
ENSG00000267169.1	False	gene_only	gene_only	gene_only
ENSG00000267107.6	False	gene_only	gene_only	gene_only
ENSG00000283633.1	True	visible	visible	visible
ENSG00000267432.5	False	none	gene_only	gene_only
ENSG00000266947.1	False	gene_only	gene_only	gene_only
ENSG00000267072.2	True	silent	visible	visible
ENSG00000267251.2	False	none	gene_only	gene_only
ENSG00000204282.4	False	gene_only	gene_only	gene_only
ENSG00000267322.2	True	silent	visible	visible
ENSG00000267014.5	False	gene_only	gene_only	gene_only
ENSG00000186019.10	False	gene_only	gene_only	gene_only
ENSG00000267002.2	True	visible	visible	visible
ENSG00000267260.1	False	gene_only	gene_only	gene_only
ENSG00000267244.5	False	none	gene_only	gene_only
ENSG00000267757.4	False	gene_only	gene_only	gene_only
ENSG00000267040.6	True	visible	visible	visible
ENSG00000267321.2	False	gene_only	gene_only	gene_only
ENSG00000268061.5	False	gene_only	gene_only	gene_only
ENSG00000268895.5	True	visible	visible	visible
ENSG00000232098.3	False	gene_only	gene_only	gene_only
ENSG00000236778.7	True	visible	visible	visible
ENSG00000227195.10	False	gene_only	gene_only	gene_only
ENSG00000269386.5	False	gene_only	gene_only	gene_only
ENSG00000268388.5	False	gene_only	gene_only	gene_only
ENSG00000267858.5	False	gene_only	gene_only	gene_only
ENSG00000268119.5	True	visible	visible	visible
ENSG00000269352.1	False	gene_only	gene_only	gene_only
ENSG00000269834.5	False	gene_only	gene_only	gene_only
ENSG00000269793.5	False	gene_only	gene_only	gene_only
ENSG00000229692.3	False	gene_only	gene_only	gene_only
ENSG00000268093.1	True	visible	visible	visible
ENSG00000268362.5	False	gene_only	gene_only	gene_only
ENSG00000269235.1	False	gene_only	gene_only	gene_only
ENSG00000268751.1	False	none	gene_only	gene_only
ENSG00000269439.5	True	visible	visible	visible
ENSG00000268027.5	False	gene_only	gene_only	gene_only
ENSG00000268401.1	True	visible	visible	visible
ENSG00000268006.1	False	gene_only	gene_only	gene_only
ENSG00000268654.1	False	none	gene_only	gene_only
ENSG00000268189.2	False	gene_only	gene_only	gene_only
ENSG00000267871.5	False	gene_only	gene_only	gene_only
ENSG00000268230.5	False	gene_only	gene_only	gene_only
ENSG00000268355.1	True	visible	visible	visible
ENSG00000269293.2	False	gene_only	gene_only	gene_only
ENSG00000269985.1	False	gene_only	gene_only	gene_only
ENSG00000270111.2	True	silent	visible	visible
ENSG00000270112.3	True	visible	visible	visible
ENSG00000270091.1	False	gene_only	gene_only	gene_only
ENSG00000269893.6	True	visible	visible	visible
ENSG00000270069.1	False	gene_only	gene_only	gene_only
ENSG00000270049.2	True	visible	visible	visible
ENSG00000271133.5	False	gene_only	gene_only	gene_only
ENSG00000271335.5	True	visible	visible	visible
ENSG00000270332.1	True	visible	visible	visible
ENSG00000271334.5	False	none	gene_only	gene_only
ENSG00000271109.1	False	gene_only	gene_only	gene_only
ENSG00000271270.5	True	visible	visible	visible
ENSG00000271538.5	False	gene_only	gene_only	gene_only
ENSG00000270547.5	False	none	gene_only	gene_only
ENSG00000272146.5	False	gene_only	gene_only	gene_only
ENSG00000271858.5	False	gene_only	gene_only	gene_only
ENSG00000271826.5	False	none	gene_only	gene_only
ENSG00000271913.5	True	visible	visible	visible
ENSG00000272288.5	True	visible	visible	visible
ENSG00000272097.1	False	none	gene_only	gene_only
ENSG00000272070.1	False	gene_only	gene_only	gene_only
ENSG00000271848.1	False	none	gene_only	gene_only
ENSG00000272142.1	False	gene_only	gene_only	gene_only
ENSG00000272138.1	True	visible	visible	visible
ENSG00000273297.1	True	visible	visible	visible
ENSG00000273143.1	True	visible	visible	visible
ENSG00000273061.1	False	gene_only	gene_only	gene_only
ENSG00000272758.5	False	gene_only	gene_only	gene_only
ENSG00000272690.5	False	gene_only	gene_only	gene_only
ENSG00000273247.5	False	gene_only	gene_only	gene_only
ENSG00000272599.2	False	none	gene_only	gene_only
ENSG00000273492.5	False	gene_only	gene_only	gene_only
ENSG00000273356.1	False	none	gene_only	gene_only
ENSG00000272702.1	True	visible	visible	visible
ENSG00000272870.1	False	gene_only	gene_only	gene_only
ENSG00000272894.5	False	gene_only	gene_only	gene_only
ENSG00000272568.5	False	none	gene_only	gene_only
ENSG00000272693.3	False	gene_only	gene_only	gene_only
ENSG00000272677.1	False	gene_only	gene_only	gene_only
ENSG00000231728.3	False	gene_only	gene_only	gene_only
ENSG00000275294.4	True	silent	visible	visible
ENSG00000278133.1	True	visible	visible	visible
ENSG00000274265.4	True	visible	visible	visible
ENSG00000273674.4	False	gene_only	gene_only	gene_only
ENSG00000278464.1	False	gene_only	gene_only	gene_only
ENSG00000276075.1	False	gene_only	gene_only	gene_only
ENSG00000276170.4	True	visible	visible	visible
ENSG00000226067.6	False	gene_only	gene_only	gene_only
ENSG00000278611.1	True	visible	visible	visible
ENSG00000275830.1	False	none	gene_only	gene_only
ENSG00000278768.1	False	gene_only	gene_only	gene_only
ENSG00000203804.4	False	gene_only	gene_only	gene_only
ENSG00000277199.1	False	none	gene_only	gene_only
ENSG00000276649.1	False	none	gene_only	gene_only
ENSG00000278390.4	False	none	gene_only	gene_only
ENSG00000278156.1	False	gene_only	gene_only	gene_only
ENSG00000278175.3	True	visible	visible	visible
ENSG00000274253.4	True	visible	visible	visible
ENSG00000274333.4	False	none	gene_only	gene_only
ENSG00000275496.4	False	none	gene_only	gene_only
ENSG00000279082.3	False	gene_only	gene_only	gene_only
ENSG00000278932.3	True	silent	visible	visible
ENSG00000280145.3	True	visible	visible	visible
ENSG00000280018.3	False	gene_only	gene_only	gene_only
ENSG00000280081.3	False	none	gene_only	gene_only
ENSG00000279762.3	False	gene_only	gene_only	gene_only
ENSG00000278903.3	False	none	gene_only	gene_only
ENSG00000279168.2	False	gene_only	gene_only	gene_only
ENSG00000279094.3	False	gene_only	gene_only	gene_only
ENSG00000279750.3	False	none	gene_only	gene_only
ENSG00000281649.1	False	gene_only	gene_only	gene_only
ENSG00000280734.2	False	gene_only	gene_only	gene_only
ENSG00000280739.2	False	gene_only	none	none
ENSG00000280721.1	False	gene_only	gene_only	gene_only
ENSG00000281657.2	False	none	gene_only	gene_only
ENSG00000281162.2	False	none	gene_only	gene_only
ENSG00000281357.2	False	none	gene_only	gene_only
ENSG00000280832.1	False	gene_only	gene_only	gene_only
ENSG00000280623.1	False	gene_only	gene_only	gene_only
ENSG00000280870.2	False	none	gene_only	gene_only
ENSG00000281392.1	True	visible	visible	visible
ENSG00000281103.1	True	visible	visible	visible
ENSG00000282508.1	False	gene_only	gene_only	gene_only
ENSG00000282024.1	True	visible	visible	visible
ENSG00000282851.1	False	gene_only	gene_only	gene_only
ENSG00000282917.1	False	none	gene_only	gene_only
ENSG00000283108.1	False	gene_only	gene_only	gene_only
ENSG00000282885.1	False	none	gene_only	gene_only
ENSG00000282943.1	False	gene_only	gene_only	gene_only
ENSG00000228526.6	False	gene_only	gene_only	gene_only
ENSG00000283128.1	True	visible	visible	visible
ENSG00000283674.1	False	gene_only	gene_only	gene_only
ENSG00000283458.1	False	none	gene_only	gene_only
ENSG00000283196.1	True	visible	visible	visible
ENSG00000203809.6	False	none	gene_only	gene_only
ENSG00000283352.1	False	none	gene_only	gene_only
ENSG00000283462.1	False	none	gene_only	gene_only
ENSG00000283213.1	True	silent	visible	visible
ENSG00000283380.1	False	none	gene_only	gene_only
ENSG00000283503.1	False	none	gene_only	gene_only
ENSG00000284052.1	False	gene_only	gene_only	gene_only
ENSG00000284428.1	True	visible	visible	visible
ENSG00000284196.1	True	visible	visible	visible
ENSG00000284543.1	False	gene_only	gene_only	gene_only
ENSG00000283886.1	False	gene_only	gene_only	gene_only
ENSG00000283897.1	True	silent	visible	visible
