gene_id	switch_sig	q_rank_cpm	de_rank_tpm	de_rank_cpm	de_deseq2	de_edger
ENSG00000233016.6	True	1.930439121330419e-05	True	True	True	True
ENSG00000231185.6	False	0.8168360362411919	False	False	True	True
ENSG00000228109.1	True	0.0010439843248793523	True	True	True	True
ENSG00000234753.5	True	0.17635798120691817	False	False	True	True
ENSG00000213742.6	True	8.325370410763165e-05	True	True	True	True
ENSG00000236780.5	True	0.23988066884589335	False	False	True	True
ENSG00000235597.1	False	0.014465823397006779	True	True	True	True
ENSG00000237654.5	False	0.029240645719711182	False	True	True	True
ENSG00000225746.9	True	0.06973337217277105	True	False	True	True
ENSG00000281404.1	False	0.5597874551166973	False	False	True	True
ENSG00000242086.8	True	1.5904761551947672e-05	True	True	True	True
ENSG00000215424.9	False	0.009261962109908145	True	True	True	True
ENSG00000225377.5	True	2.173772179598056e-06	True	True	True	True
ENSG00000177640.15	True	0.0023901127245932415	True	True	True	True
ENSG00000227543.4	False	0.49196605737526145	True	False	True	True
ENSG00000229694.6	True	0.0022531346073614	True	True	True	True
ENSG00000223749.9	False	0.00968023356906218	True	True	True	True
ENSG00000234456.7	True	6.742457889876176e-07	True	True	True	True
ENSG00000228192.7	False	0.01505314467958867	True	True	True	True
ENSG00000236283.4	False	0.21532984041595718	False	False	True	True
ENSG00000226312.7	False	0.24549391640011434	False	False	True	True
ENSG00000227070.1	False	0.10106464251639614	False	False	True	True
ENSG00000235903.7	True	0.011649265852618003	True	True	True	True
ENSG00000233223.2	True	6.790887094079128e-05	True	True	True	True
ENSG00000227218.7	False	0.4111491205412681	False	False	True	True
ENSG00000230212.6	False	0.4111491205412681	False	False	True	True
ENSG00000237484.5	False	0.21070242104745546	False	False	True	True
ENSG00000231057.3	False	0.09305617863547866	False	False	True	True
ENSG00000223960.6	False	0.00048570359089069145	True	True	True	True
ENSG00000237773.5	True	0.00016579408140855774	True	True	True	True
ENSG00000228794.8	False	8.281336556643361e-06	True	True	True	True
ENSG00000232613.6	False	0.7295230170551423	False	False	True	True
ENSG00000237870.6	False	0.0011214050300364493	True	True	True	True
ENSG00000236540.7	True	0.0063141468861593955	True	True	True	True
ENSG00000237126.8	False	0.011629234480951255	True	True	True	True
ENSG00000223884.5	True	0.2913197732693625	False	False	True	True
ENSG00000234678.1	False	0.0019459275509913373	True	True	True	True
ENSG00000231999.6	True	3.4930603633494534e-05	True	True	True	True
ENSG00000225383.7	True	1.74933195844974e-05	True	True	True	True
ENSG00000228649.8	False	0.00021781695213833068	True	True	True	True
ENSG00000232520.1	False	0.007340598834322478	True	True	True	True
ENSG00000225670.4	False	0.3906915309692998	False	False	True	True
ENSG00000224897.6	False	0.8015701477151598	False	False	True	True
ENSG00000226891.7	False	0.10146096842190812	True	False	True	True
ENSG00000224116.6	False	0.0057126520731776	True	True	True	True
ENSG00000225742.5	False	0.41009802314280386	False	False	True	True
ENSG00000230417.11	True	0.005262433547530104	True	True	True	True
ENSG00000226696.5	True	2.582763196892383e-05	True	True	True	True
ENSG00000225205.5	False	0.0672585655696294	False	False	True	True
ENSG00000227456.7	False	0.004716504102401821	True	True	True	True
ENSG00000225953.2	True	0.43593206760961606	False	False	True	True
ENSG00000241990.5	True	5.429286843402436e-07	True	True	True	True
ENSG00000237940.3	False	0.4447341799217586	False	False	True	True
ENSG00000236753.5	False	0.001950836214498522	True	True	True	True
ENSG00000233461.5	True	5.429286843402436e-07	True	True	True	True
ENSG00000229980.4	True	1.8438975945937836e-05	True	True	True	True
ENSG00000229807.10	True	0.8364905641636396	False	False	False	True
ENSG00000234281.5	True	0.03214572431880075	False	True	True	True
ENSG00000223546.6	False	0.01782689749987412	False	True	True	True
ENSG00000226051.6	True	0.0032072343589981127	True	True	True	True
ENSG00000231407.5	True	0.0027137682862965846	True	True	True	True
ENSG00000242282.6	True	5.429286843402436e-07	True	True	True	True
ENSG00000227533.5	False	0.012118051466163298	True	True	True	True
ENSG00000224924.6	False	0.0038696804324216145	True	True	True	True
ENSG00000218510.6	True	2.0316409801157316e-05	True	True	True	True
ENSG00000235314.1	False	5.623581110779899e-05	True	True	True	True
ENSG00000236404.8	True	7.700373622121233e-05	True	True	True	True
ENSG00000238164.6	False	0.041001896055653006	True	True	True	True
ENSG00000238142.1	True	0.00011880246775196932	True	True	True	True
ENSG00000234722.3	False	0.09431630645805507	True	False	True	True
ENSG00000225472.1	False	0.13275172074204933	True	False	True	True
ENSG00000231721.6	True	9.895371442398834e-07	True	True	True	True
ENSG00000226853.2	False	1.6053036429167251e-06	True	True	True	True
ENSG00000233864.7	True	0.16772615547533506	False	False	True	True
ENSG00000244625.5	False	1.6110725389654905e-06	True	True	True	True
ENSG00000228288.6	False	0.04626521849063581	False	True	True	True
ENSG00000233937.6	False	1.4618542144991623e-05	True	True	True	True
ENSG00000237037.9	True	0.00010703579483692483	True	True	True	True
ENSG00000235954.6	True	0.00012816356864329834	True	True	True	True
ENSG00000224177.6	False	0.007340598834322478	True	True	True	True
ENSG00000212978.6	False	1.3337554281866127e-06	True	True	True	True
ENSG00000233230.1	False	0.06323330465619598	True	False	True	True
ENSG00000225733.5	True	8.151302652624109e-05	True	True	True	True
ENSG00000231920.1	True	0.5971050810249336	False	False	True	True
ENSG00000224958.5	True	4.065056847804815e-05	True	True	True	True
ENSG00000237298.9	True	0.0037324931514529486	True	True	True	True
ENSG00000173811.10	False	0.08103452275530852	False	False	True	True
ENSG00000233392.5	False	0.1229331925099174	False	False	True	True
ENSG00000230798.5	True	0.001017165791978851	True	True	True	True
ENSG00000233521.5	False	0.26439329556434354	False	False	True	True
ENSG00000272734.1	False	0.006676102138772753	True	True	True	True
ENSG00000226471.6	True	0.005478869491885533	True	True	True	True
ENSG00000233117.2	True	0.0005007691352653189	True	True	True	True
ENSG00000235535.7	True	0.00019363470813627998	True	True	True	True
ENSG00000226380.9	False	0.3902728949986373	False	False	True	True
ENSG00000238005.2	True	0.041001896055653006	False	True	True	True
ENSG00000237928.5	True	0.19228127621836943	False	False	True	True
ENSG00000226266.6	False	0.0007800787546383965	True	True	True	True
ENSG00000270087.5	False	0.7896413223437472	False	False	True	True
ENSG00000224870.6	True	0.0010439843248793523	True	True	True	True
ENSG00000236013.5	False	0.001538944833604622	True	True	True	True
ENSG00000232310.6	True	0.00013827308943441236	True	True	True	True
ENSG00000223387.6	False	0.9070745831078814	False	False	True	True
ENSG00000230590.8	True	1.5408544622944078e-06	True	True	True	True
ENSG00000228203.6	False	0.29988142902448073	False	False	True	True
ENSG00000225683.5	False	0.008197096896403128	True	True	True	True
ENSG00000225083.1	False	0.0006596362568140394	True	True	True	True
ENSG00000238217.5	False	0.18831635677064745	False	False	True	True
ENSG00000227953.6	True	0.003056964715479182	True	True	True	True
ENSG00000236502.1	False	0.00405771973021657	True	True	True	True
ENSG00000225465.8	False	0.011710686635301032	True	True	True	True
ENSG00000224023.10	True	0.07200289043465206	True	False	True	True
ENSG00000226822.2	False	0.001415623844134899	True	True	True	True
ENSG00000231770.5	False	6.970319250590149e-05	True	True	True	True
ENSG00000228265.5	True	6.264716842498946e-05	True	True	True	True
ENSG00000237819.5	False	0.6050751175402898	True	False	True	True
ENSG00000225484.6	True	2.602138257295349e-06	True	True	True	True
ENSG00000236017.8	False	0.003100359578615069	True	True	True	True
ENSG00000231890.7	False	0.1796971990344601	False	False	True	True
ENSG00000226026.5	False	0.003089902755588292	True	True	True	True
ENSG00000239665.8	True	1.1974527380694845e-06	True	True	True	True
ENSG00000226791.6	False	0.02480367253819553	True	True	True	True
ENSG00000250303.3	True	5.429286843402436e-07	True	True	True	True
ENSG00000234380.1	False	0.0020368616810856445	True	True	True	True
ENSG00000244558.5	True	0.0017071105002769715	True	True	True	True
ENSG00000229017.6	False	0.04187174244218547	False	True	True	True
ENSG00000230910.2	False	4.598365575333861e-05	True	True	True	True
ENSG00000227373.5	True	0.03517707019502912	False	True	True	True
